Features	Target
¿Dónde hay mayor brecha salarial por género en México? Banxico realizó un análisis de las brechas salariales de género en las regiones de México, los resultados demuestran que el norte es donde hay mayor diferencia de remuneración entre hombres y mujeres.	Economia
Intel y Amazon firman acuerdo comercial y el mercado lo recibe bien Las empresas de tecnología trabajarán en conjunto una coinversión en diseños de chip personalizados para el negocio de nube de la big tech: AWS.	Ciencia
Finaliza la  temporada para Rodri Manchester. Rodri, mediocampista del Manchester City, se perderá el resto de la temporada tras someterse ayer a una cirugía en el ligamento anterior cruzado.	Deportes
"Fed baja tasas medio punto porcentual; aduce ""confianza"" en control de inflación Los responsables de la política monetaria prevén que el tipo de referencia de la Reserva Federal caiga otro medio punto porcentual a finales de este año."	Economia
Chapultepec está listo para atender el presente y enfrentar el futuro: Orozco El Bosque de Chapultepec está listo para atender el presente y encarar el futuro, aseguró a La Jornada el artista veracruzano Gabriel Orozco, quien concluyó su labor de coordinador del proyecto Chapultepec: Naturaleza y Cultura, cuya cuarta sección, ya remodelada, se inauguró hace unos días.	Cultura
El plan de sustituir importaciones de Asia con el nearshoring se torna difícil En los primeros siete meses del año, las importaciones de México desde Asia alcanzaron los 141,219 millones de dólares; China representa 51% del total.	Economia
Verstappen, castigado  por lenguaje “grosero”; Norris lidera prácticas Max Verstappen cayó de nuevo en la espiral de errores que persigue a Red Bull. En la jornada de ensayos libres del Gran Premio de Singapur, el tricampeón mundial de la Fórmula 1 logró el cuarto mejor tiempo en la primera ronda, pero luego se fue hasta el lugar 15, quejándose de la falta de adherencia de sus gomas. Quedó a 1.2 segundos del líder Lando Norris (McLaren), quien brilló en el circuito urbano de Mari-na Bay por delante del monegasco Charles Leclerc y Carlos Sainz (Ferrari). El mexicano Sergio Pérez se ubicó en el octavo puesto.	Deportes
Miguel Díaz Reynoso*: Cuadernos de La Habana Encuentro en mis cuadernos varias referencias al asalto al Cuartel Moncada. Quizá deba empezar por los preparativos y cómo se decidió llevarlo a cabo ese 26 de julio.	Cultura
“Misión cumplida” “Misión cumplida”, dijo el artista Gabriel Orozco al cerrar un ciclo de casi seis años como coordinador del proyecto Chapultepec: Naturaleza y Cultura, el 24 de septiembre, cuando el presidente Andrés Manuel López Obrador inauguró la cuarta sección y última que faltaba por concluir de ese bosque urbano.	Cultura
Alcaraz da el triunfo decisivo para Europa, campeón de la Copa Laver París. Europa conquistó ayer la Copa Laver de tenis ante el combinado del resto del mundo gracias a una victoria del español Carlos Alcaraz sobre Taylor Fritz en el último duelo de singles.	Deportes
Debajo de las máscaras están rostros de abogados, comerciantes y torteros José Orlando Regalado Alonso era conocido en las arenas como Rey Destroyer. En una lucha contra Black Spider Jr, el 2 de marzo en Monterrey, el regiomontano falleció a los 22 años tras una caída que le ocasionó un severo daño cerebral. Durante los 10 días que estuvo internado, luchadores como LA Park, Silver Star y Latin Lover recaudaron fondos para ayudar a su familia, debido a que había problemas para el pago de la atención médica. Esa fue la más reciente muerte que tuvo que lamentar este deporte. Si no era el cansancio o el dolor, lo único que podía detener al gladiador enmascarado era una lesión fulminante. Su modo de vida estaba relacionado con el riesgo.	Deportes
Reservas internacionales alcanzan marca histórica Las reservas internacionales cerraron la semana que concluyó el 20 de septiembre con un saldo de 226 mil 465 millones de dólares, un incremento de 356 millones de dólares en relación con la semana precedente, reveló el Banco de México (BdeM).	Economía
Cotiza el peso prácticamente sin cambios a la espera del recorte de tasas del BdeM Ahora la incógnita en la política monetaria de México es sobre recorte a la tasa de referencia de un cuarto o medio punto porcentual, que el Banco de México (BdeM) despejará el jueves. Mientras tanto, el peso mexicano se operó ayer con cautela.	Economía
RappiCard alcanza los 5,107 millones de pesos en su cartera de crédito La empresa resalta que parte de su estrategia es ofrecer un proceso de solicitud y aprobación en solo dos minutos y una entrega de la tarjeta física en 30 minutos.	Economia
¿Cómo usar las nuevas funciones de texto de Instagram? Las nuevas herramientas de texto incluyen más fuentes y efectos, así como la posibilidad de agregar texto superpuesto en publicaciones del feed.	Ciencia
Dodgers y Yanquis, primeros sembrados Los Ángeles., Los Dodgers de Los Ángeles y los Yanquis de Nueva York aseguraron este sábado ser los primeros sembrados en los playoffs, mientras el dominicano José Ramírez, de los Guardianes de Cleveland, se colocó a un jonrón de ingresar en el selecto club del 40-40.	Deportes
La BMV gana 1.1% en la semana; peso pierde 28 centavos El peso revirtió sus ganancias iniciales, un día después del impulso registrado por el anuncio del Banco de México de que recortó su tasa de interés.	Economía
En 2026, Petróleos Mexicanos requerirá 19 mil millones de dólares del gobierno federal Petróleos Mexicanos (Pemex) requerirá del gobierno federal 19 mil millones de dólares en 2026 para cubrir sus necesidades de efectivo, operativas y de pago de deuda, aseguró Roxana Muñoz, vicepresidenta y analista senior de la calificadora Moody’s.	Economía
Gasolinas y diésel van por su primer mes sin subsidios Brindar menores estímulos ha permitido recaudar mayores ingresos a la secretaría de Hacienda; de enero a agosto de este año, ha recaudado 82% más dinero por IEPS a estos combustibles.	Economia
Tribunal da 5 días a X para validar a su representante legal en Brasil Río de Janeiro., La red social X nombró un representante legal en Brasil, una de las exigencias para volver a funcionar en el país, pero seguirá suspendida hasta cumplir otros requisitos judiciales. El Tribunal Supremo de Brasil dio a la plataforma social X, propiedad de Elon Musk, cinco días para presentar documentos que validen a su nuevo representante legal en el país, mostró el sábado una decisión judicial.	Economía
Entusiastas asistentes y la OSM festejaron en las Islas de CU 114 años de la UNAM El rugido puma resonó a todo volumen este sábado en las Islas de Ciudad Universitaria (CU), donde la Universidad Nacional Autónoma de México (UNAM) celebró su 114 aniversario con un concierto memorable a cargo de la Orquesta Sinfónica de Minería (OSM).	Cultura
Norris consigue la pole  en el GP de Singapur; Checo, fuera del top-10 El mexicano Sergio Pérez (Red Bull) entró en un socavón. Arrancó des-de el fondo, esperanzado que sus neumáticos le ayudarían a remontar, pero terminó lejos de los dos pilotos que disputan el título mundial de la Fórmula 1 en la calificación al Gran Premio de Singapur. Ubicado en el lugar 13, el tapatío finalizó otra carrera poco memorable respecto del rendimiento de Lando Norris (McLaren) y el tricampeón mundial Max Verstappen, primero y segundo en la parrilla de salida, respectivamente.	Deportes
De Anahit a María sale de Gran Bretaña a Armenia La exhibición Diosa Madre: De Anahit a María, realizada originalmente por el Museo Británico, fue prestada de manera exclusiva por seis meses al Museo de Historia de Armenia, ubicado en la ciudad de Yerevan. La muestra es una reflexión sobre el papel femenino y materno de las distintas deidades de variadas culturas. En la imagen, la cabeza de una estatua de bronce de la diosa Anahit, perteneciente a la cultura persa, que data del siglo I antes de Cristo.	Cultura
Se estanca la producción de granos en  el sexenio La producción de granos y oleaginosas en México se ha incrementado 37 por ciento desde la entrada en vigor del Tratado de Libre Comercio de América del Norte (TLCAN), actualmente Tratado México, Estados Unidos y Canadá (T-MEC), hasta la fecha; sin embargo, en este sexenio el crecimiento se ha estancado, revelan datos oficiales.	Economía
“El feminismo devolvió dignidad a mi existencia, el arte también”: Sofía Weidner “No prometo que salgan alegres y con la mente tranquila de esta exposición. No quise generar arte que causara comodidad”, confesó Sofía Weidner durante la inauguración de Musas negras, en el Museo de la Ciudad de México. Emociones tristes, dolorosas y furiosas están plasmadas en las obras que hoy trascienden porque al ser vistas por el público significan cobijo, el abandono de la soledad y un sueño cumplido. “Así como el feminismo devolvió dignidad a mi existencia, el arte también”, declaró la creadora.	Cultura
Repuntó en julio la economía: Inegi La economía mexicana creció más de lo esperado en julio, debido al incremento ‘inusual’ de los sectores agrícola, ganadero y pesca, reveló el Instituto Nacional de Estadística y Geografía (Inegi).	Economía
Fitch y S&P descartan degradar calificación de México por reforma judicial Las agencias calificadoras ven finanzas sólidas y esperan una prudencia fiscal con Claudia Sheinbaum.	Economia
Espartaco Martínez traslada a libro la obra Sutra del corazón El bailarín y coreógrafo de butoh, Espartaco Martínez, quien ha interpretado en diversas ocasiones la obra Sutra del corazón, experiencia sensorial en torno a la condición humana y la necesidad de liberación emocional, presentará hoy un libro en el vestíbulo de la Casa Miguel Alemán del Complejo Cultural Los Pinos en Chapultepec sobre esa enseñanza relacionada con volver al origen de la vida.	Cultura
Manuel Ahumada, un dibujante “demasiado viejo para el punk, pero muy joven para morir” Era “demasiado viejo para el punk, pero muy joven para morir”, dijo de Manuel Ahumada (1956-2014) Gonzalo Rocha, ambos moneros y colaboradores de La Jornada. “Un día se elevó de más y ahora nos mira desde el cosmos, acompañado por dioses aztecas, ángeles y astronautas del Apolo 11”, agregó en referencia al día que aquél falleció y a esos personajes que eran frecuentes en su imaginario y su obra.	Cultura
Google se salva de una multa antimonopolio de 1,670 mmd El caso comenzó por un supuesto dominio anticompetitivo de la empresa en el mercado de la publicidad en línea.	Ciencia
Microsoft invertirá mil 300 mdd en México en infraestructura de IA nan	Economía
Ahora los usuarios de Uber también deberán verificar su identidad Uber implementará una nueva verificación de identidad para los pasajeros, con el objetivo de ofrecer mayor seguridad a los conductores y evitar fraudes en la plataforma.	Ciencia
Proyecto del ministro Pérez Dayán impedirá a la UIF bloquear cuentas bancarias por lavado El ministro Alberto Pérez Dayán propondrá el endurecimiento de los requisitos para que la Unidad de Inteligencia Financiera (UIF) pueda asegurar cuentas bancarias cuyos titulares son sospechosos de operaciones de lavado de dinero.	Economía
Peligra economía de México si Trump gana y cumple con aranceles: Moody's La agencia calificadora anticipa que la economía mexicana sufriría una recesión en 2025 y una mayor inflación.	Economia
Intel logra acuerdo de 3,500 mdd para fabricar chips para el ejército Se trata de un programa secreto, llamado Secure Enclave, que busca establecer la producción de chips avanzados con aplicaciones militares y de Inteligencia.	Ciencia
Por primera vez en 2 años, tasa de Cetes baja de 10% Después de casi dos años de ofrecer rendimientos anuales de doble dígito, la tasa de interés de los Certificados de la Tesorería de la Federación (Cetes) ha caído por debajo de 10 por ciento. Según los analistas, esto indica que los mercados anticipan que el Banco de México (BdeM) reducirá su tasa de referencia el próximo jueves en línea con la Reserva Federal de Estados Unidos.	Economía
Brasil! Brasil! revela una visión vibrante del Modernismo Berna. La exposición Brasil! Brasil!: The Birth of Modernism (¡Brasil! ¡Brasil!: El nacimiento del Modernismo0, inaugurada en el Zentrum Paul Klee, ofrece una visión vibrante de ese movimiento artístico en el país sudamericano a lo largo de la obra de 10 artistas, cinco de ellos autodidactas y poco conocidos internacionalmente. Varias de las 130 obras expuestas han salido de Brasil por primera vez. La muestra coincide temáticamente con la Bienal de Venecia, donde más de la mitad de los artistas aquí presentes también participan.	Cultura
Sufre rechazo en Alemania y reservas en Italia posible fusión de UniCredit y Commerzbank Milán. El jefe del banco italiano UniCredit, Andrea Orcel, participó el viernes en una reunión virtual con representantes del alemán Commerzbank, tras convertirse en el mayor inversor privado del prestamista alemán, informó a Reuters una fuente conocedora del asunto.	Economía
Científicos descubren que el coral es capaz de retener microplásticos Madrid. Una nueva técnica de detección de microplásticos descubrió que las tres partes de la anatomía del coral (mucosidad superficial, tejido y esqueleto) contienen esta clase de desechos artificiales.	Ciencia
México va a facilitar y respaldar inversiones de EU: Marcelo Ebrard Luego de aprobada la reforma judicial, el próximo secretario de Economía revivió y posteó un video en redes sociales en el que dice que la integración de las dos economías avanza a paso acelerado.	Economia
"Meta presenta el Quest 3S, la versión ""económica"" de su visor de realidad mixta Meta calificó a este dispositivo como el proveedor de  “experiencias increíbles a un precio inigualable”."	Ciencia
El e-commerce chino conquista las bolsas de valores Los dueños de Alibaba, Temu y JD conquistan el e-commerce del mundo, mientras diversifican sus negocios.	Ciencia
Aterriza nave Soyuz tras una misión récord en la EEI Moscú. Una cápsula Soyuz que transportaba a dos cosmonautas rusosy una astronauta estadunidense desde la Estación Espacial Internacional aterrizó en Kazajstán, poniendo fin a una estadía récord para la pareja rusa.	Ciencia
Economía mexicana crece 0.6% en julio Las actividades primarias encabezaron el crecimiento económico del país durante el séptimo mes del año.	Economia
Esta es la audiencia que quiere conquistar el iPhone 16 Apple es consciente de que muchos usuarios de iPhone 15 difícilmente van a renovar su smartphone, pero hay un segmento al que pueden seducir.	Ciencia
Copa Laver El equipo del resto del mundo tomó ventaja de 8-4 en la Copa Laver sobre la selección de Europa. Los triunfos de los estadunidenses Taylor Fritz (en la imagen) y Frances Tiafoe contra el alemán Alexander Zverev y el ruso Daniil Medvedev, respectivamente, fueron fundamentales para que los comandados por John McEnroe tomaran la delantera en la justa que define hoy al campeón que acumule 13 puntos en Berlín.	Deportes
Del Toro finaliza en el lugar 12 en Mundial de Ciclismo El pedalista mexicano Isaac del Toro se ubicó en el lugar 12 de la prueba contrarreloj en la categoría Sub 23 del Mundial de Ciclismo de Ruta, que se disputa en Zurich.	Deportes
Ricardo Yáñez: Isocronías Siete escritoras ha reunido Minerva Aguilar Temoltzin, autora de Vuelo de letras, libro nacido de un recital homónimo ofrecido por escritoras tlaxcaltecas y organizado por la Asociación de Escritores de México. Al decir de Obed González, director de Literatura de la Feria Internacional del Libro en Coyoacán, –auspiciadora del volumen que con ánimo representativo considera la lírica de tales voces femeninas–, en éste es posible palpar que “somos lenguaje, somos flexibles y en constante transformación”. Vayamos sucintamente a las poetas –nacidas entre los años 50 y 80–:	Cultura
Microsoft usará energía nuclear para alimentar su Inteligencia Artificial El acuerdo entre Microsoft y Constellation Energy permitirá reactivar una unidad de la planta nuclear Three Mile Island para cubrir las crecientes necesidades energéticas.	Ciencia
Inversión en conectividad no caerá pese a política judicial: Neutral Networks El CEO de la compañía Neutral Networks, enfocada en infraestructura crítica, dijo que la necesidad de conectividad a nivel usuario como empresa será más fuerte que agendas políticas.	Ciencia
Impulsa la CRE infraestructura para autos eléctricos Las disposiciones administrativas en materia de electromovilidad emitidas por la Comisión Reguladora de Energía (CRE) no sólo impulsarán el desarrollo de la infraestructura para el uso de automóviles eléctricos e híbridos, sino también el ordenamiento en el Sistema Eléctrico Nacional (SEN), de acuerdo con el propio regulador.	Economía
Sinner, “decepcionado” tras apelación de la AMA Roma. El tenista número uno del mundo Jannik Sinner dijo estar “muy decepcionado y sorprendido”, después de que la Agencia Mundial Antidopaje (AMA) decidió impugnar la decisión de la Agencia de Integridad del Tenis Internacional que determinó que no hubo culpabilidad tras sus dos positivos por dopaje.	Deportes
Nintendo y The Pokémon Company demandan al creador de Palworld Las empresas japonesas iniciaron una acción legal en contra de Pocketpair, debido a infracciones de patentes al desarrollar el llamado “Pokémon con armas”.	Ciencia
Usuarios reportan que la alerta sísmica nunca llegó a sus celulares El IFT había asegurado que hoy las empresas enviarían mensajes de emergencia por sismos pero nunca llegaron. Telcel asegura que las alertas dependen del regulador.	Ciencia
El endeudamiento de mexicanos en el exterior representa 35% del PIB El Banco de México (Banxico) dio a conocer que en el segundo trimestre del año se redujo el endeudamiento del mundo desde el 42% reportado en el primer trimestre.	Economia
Inversiones en México se mantendrán, pese a débil Estado de Derecho: UBS El banco de inversión dijo que México mantendrá sus inversiones, aunque sin aprovechar el potencial que ofrece el nearshoring.	Economia
México registra déficit comercial de 4,868 mdd en agosto Las exportaciones mexicanos cayeron 1% y las importaciones crecieron 5.7%, de acuerdo con el Inegi.	Economia
Traspié del peso a la espera del recorte de tasas del BdeM El peso mexicano se debilitó frente al dólar este miércoles, la víspera del anuncio de política monetaria del Banco de México (BdeM).	Economía
Pekín recorta tasas para estimular la economía Pekín. El Banco Central de China anunció ayer nuevas medidas para impulsar la economía, mediante un recorte de diferentes tasas de interés, incluida una de referencia e hipotecaria, así como una reducción del depósito que los bancos deben mantener como reserva.	Economía
Desacelera la inflación anual por cuarta quincena consecutiva La inflación general de la primera quincena de septiembre en México se desaceleró a 4.66 por ciento anual, su menor nivel desde la segunda quincena de mayo de 2024, revelaron cifras del Instituto Nacional de Estadística y Geografía (Inegi).	Economía
Los salarios, programas sociales y remesas mantienen el consumo en México Pese a la inflación y mayor tasa de interés, el consumo privado en México ha sido un pilar para la economía, pero a esta tendencia le queda poco tiempo, advierten analistas.	Economia
Enrique Dussel Peters*: China: ¿desarrollo a través de política industrial? Enfatizamos en la  colaboración del 11 de septiembre de este año la profunda competencia entre Estados Unidos y China por el liderazgo tecnológico global. Esto hubiera sido impensable todavía hace dos décadas y a principios del siglo XXI, bajo el lema de la “China barata”.	Economía
Compras de maíz a Estados Unidos se incrementaron 23% en el sexenio En un contexto en el que la producción de granos básicos se ha estancado, la administración del presidente Andrés Manuel López Obrador terminará con un incremento de aproximadamente 23 por ciento en el volumen de importaciones de maíz desde Estados Unidos.	Economía
¿Cómo funciona el canje de teléfonos de Mercado Libre? Mercado Libre lanzó un nuevo programa llamado Trade in smartphones, con el que puedes canjear tu antiguo celular por un modelo nuevo.	Ciencia
Google demanda a Microsoft por supuesto monopolio en la nube La denuncia fue presentada ante la Comisión Europea, según anunció el propio Google.	Ciencia
La abuelita de la lucha libre, emblema del aficionado fiel Ningún espectáculo deportivo interpela al público como protagonista salvo la lucha libre. Lejos de ser simples espectadores, ahí los asistentes son actores de reparto. Exigen la piedad para unos y condenan al sufrimiento a quien conside-ran que lo merece. Más que una hinchada entusiasta, los aficionados al pancracio son el elenco y a veces las estrellas. Y nadie representa a este protagonista de las butacas como la inolvidable doña Virginia Aguilera, conocida como La abuelita de la lucha libre, quien durante más de medio siglo representó al aficionado fiel y apasionado.	Deportes
Enrique Galván Ochoa: Dinero La presidenta de la República    que tomará posesión el próximo martes, Claudia Sheinbaum Pardo, asistió al congreso nacional de Morena y dijo que no será un partido de Estado; habrá una distancia. Sin que nadie se lo pidiera abdicó al título de jefa de partido, quien ya es jefa de Gobierno, jefa de Estado y comandanta suprema de las fuerzas armadas. La organización guinda enarbolará la bandera de la 4T. Fue fundada por el presidente Andrés Manuel López Obrador. Ha anunciado mil veces que se retirará a su quinta de Palenque, donde, asegura, llevará una vida de aislamiento de la política y los políticos. Incluso no recibirá a amigos. Dos de su círculo más íntimo fueron elegidos para dirigir formalmente al partido: Luisa María Alcalde, como presidenta y Andrés Andy López Beltrán como secretario de Organización. Serán sus ojos y su voz.	Economía
Gana América la Campeones Cup nan	Deportes
Vilma Fuentes: Entusiasmo y melancolía Encuentros deportivos como los Juegos Olímpicos o la Copa Mundial de futbol provocan amplios movimientos de entusiasmo que envidian los políticos y las estrellas de cine. Si nos detenemos unos segundos a observar el aumento de la pasión que suscitan a medida que se desarrollan, podríamos sentir curiosidad por sus causas.	Cultura
Cruz Azul, intratable; vence 1-0 a Chivas y afianza superliderato Hay partidos que marcan la agenda de Cruz Azul. Después del clásico joven con el América, la rivalidad contra el Guadalajara tiene un valor especial. Con ese peso de un escenario importante, La Máquina volvió a cantar victoria en el estadio Ciudad de los Deportes (1-0) para mantenerse como único líder en la Liga Mx y seguir en carrera por el campeonato.	Deportes
Brasil desbloquea cuentas de Starlink y X tras transferencia de 3 mdd El juez del Supremo Tribunal dijo que el levantamiento se ordenó porque la cantidad transferida a las arcas de Brasil alcanzaba el total que X debía al país en concepto de multas.	Ciencia
Seguridad energética, amenazada a nivel mundial por tensiones geopolíticas: WEF La transición energética a nivel global observa avances, en particular en las economías desarrolladas, así como China y Brasil. No obstante, la equidad ha retrocedido y las tensiones geopolíticas causan incertidumbre en la seguridad energética, revela un informe del Foro Económico Mundial (WEF, por sus siglas en inglés).	Economía
Intel aplaza el proyecto para instalar fábricas en Alemania y Polonia El anuncio se presenta después de que se revelara que la empresa recibirá hasta 3,000 millones de dólares del gobierno estadounidense para fabricar semiconductores.	Ciencia
Guadalajara deja escapar valioso triunfo; iguala 1-1 con Monterrey En un partido de mucha intensidad y con polémica arbitral incluida, Chivas dejó escapar un importante triunfo tras empatar 1-1 con el Monterrey en duelo de la jornada 10 del torneo Apertura 2024, disputado ayer en el estadio Akron.	Deportes
De Pemex a Infonavit, él es Octavio Romero Oropeza La presidenta electa, Claudia Sheinbaum, dio a conocer que Romero Oropeza estará al frente del Instituto del Fondo Nacional de la Vivienda para los Trabajadores.	Economia
Pumas sufre de más, pero rescata victoria 1-0 con Xolos Pumas sufrió de más, pero rescató este domingo el importante triunfo 1-0 ante los Xolos de Tijuana, resultado que lo catapultó a zona de liguilla, en duelo correspondiente a la jornada nueve del torneo Apertura 2024 de la Liga Mx, efectuado en el estadio Olímpico Universitario.	Deportes
La inflación cede, pero Banxico enfrenta más retos para bajar tasa de interés La volatilidad en el tipo de cambio generada por el avance de la reforma judicial representa un freno al banco central para  bajar la tasa de interés de referencia.	Economia
El CASA celebra con talleres creativos y tamales el Día Nacional del Maíz Nativo Oaxaca, Oax., Para celebrar el Día Nacional del Maíz Nativo, que se conmemora hoy, la Asociación Civil Francisco Toledo realiza en colaboración con la Fundación Alfredo Harp Helú de Oaxaca (Fahho) actividades en los espacios fundados por el artista juchiteco (1940-2019), quien luchó en defensa del grano a escala estatal y nacional.	Cultura
Banxico sólo tiene espacio para hacer recorte de 25 puntos Los analistas consideran que el banco central debe tener cautela al bajar tasas en periodos de volatilidad y descartan que hagan un recorte de 50 puntos como lo hizo la Reserva Federal.	Economia
Dos olímpicos conquistan  Zúrich Los campeones olímpicos Remco Evenepoel (imagen) y Grace Brown conquistaron ayer las pruebas de contrarreloj en el Mundial de Ciclismo, que se celebra en Suiza. Mientras Brown, una australiana de 32 años, se proclamó campeona del mundo por primera vez tras quedar segunda en los últimos dos años, Evenepoel revalidó su título en 46.1 kilómetros en Zúrich, con un tiempo de 53 minutos y 2 segundos. El belga de 24 años competirá en la carrera de ruta el domingo.	Deportes
Una jubilación digna se complica cada vez más para los mexicanos Una quinta parte de los empleados en el país contempla jubilarse a los 66 años o más, mientras que otro 86% admite ahorrar menos de lo que debería hacerlo en la actualidad.	Economia
BdeM recortará su tasa en un cuarto de punto, anticipa encuesta Analistas económicos consultados por Citibanamex anticiparon un nuevo recorte de 0.25 puntos porcentuales en la tasa de interés de referencia del Banco de México (BdeM) en la reunión de la próxima semana, y estiman que se ubique en 10 por ciento al cierre de 2024.	Economía
China sufre por exceso... de leche El mercado de leche en China enfrenta una situación complicada por el exceso de oferta, la baja demanda y las pérdidas millonarias.	Economia
En el sexenio de AMLO, la banca ganó más de un billón de pesos A lo largo del sexenio del presidente Andrés Manuel López Obrador, el conjunto de bancos privados que operan en el país han ganando poco más de un billón de pesos, un resultado histórico y que coloca a este sector como a uno de los que mejor les fue con el gobierno de la Cuarta Transformación, afirman especialistas.	Economía
David Márquez Ayala: Reporte económico Entre los múltiples logros de    la administración que ahora termina, la producción de alimentos y el avance en la autosuficiencia no es, desafortunadamente, uno de ellos. La producción de los cuatro granos básicos de la alimentación mexicana (maíz, trigo, frijol y arroz) ascendió en 2023 a 31.9 millones de toneladas, apenas 1.0% sobre la producción de 2018 (Gráfico 1). Por productos, en el periodo la producción de maíz aumentó 1%, y la de trigo 18.1, y decrecieron la de frijol –38.3% y la de arroz 11.2%.	Economía
Tigres rescata el empate a dos con León; es sublíder Con polémicas decisiones arbitrales, Tigres rescató el empate 2-2 ante el León con un gol de último minuto del argentino Juan Brunetta. Los universitarios se valieron del criterio del silbante Daniel Quintero Huitrón, quien invalidó dos tantos de los esmeraldas e inclinó la balanza a su favor, para igualar el encuentro.	Deportes
Pemex requerirá 50,200 mdd en los tres primeros años de Sheinbaum, prevé Moody's Sin el apoyo del gobierno la calificación real de Pemex sería una Ca, es decir con un 80% de incumplimiento de sus compromisos financieros.	Economia
México y EU acuerdan que Sader supervise el aguacate para exportación Los gobiernos de México y Estados Unidos acordaron esta transferencia de responsabilidades para agilizar el comercio.	Economia
La obra Nombres de combate reúne en el foro La Gruta historias de vida y resistencia Hay historias que merecen ser contadas, no sólo porque resultan dolorosas o heroicas, sino “porque son testimonios de vida, cariño y resistencia”, afirmó Martín López Brie, dramaturgo y director de Nombres de combate, obra documental que se presenta a partir de hoy en el foro La Gruta, tras haber enfrentado las dificultades propias de la pandemia.	Cultura
Tigres batallan para vencer al último lugar del torneo Tras un duelo que fue más complejo de lo esperado, Sebastián Córdova logró darle a Tigres el triunfo 1-0 sobre el sotanero Ciudad Juárez, en la jornada nueve del torneo Clausura 2024 de la Liga Mx. Con la victoria, los felinos escalaron al segundo puesto de la tabla general con 20 unidades, a dos puntos de diferencia del líder Cruz Azul.	Deportes
Samsung abre sus puertas: así conviven humanos y brazos mecánicos Lo que comenzó como una planta de producción de refrigeradores, hoy es uno de los centros más importantes para Samsung en el mundo.	Ciencia
Fotografiar es un pretexto para buscarme en los otros: Graciela Iturbide Arropada por una larga ovación, la fotógrafa Graciela Iturbide recibió la Medalla Bellas Artes de Oro 2024 en Artes Visuales, que otorga el Instituto Nacional de Bellas Artes y Literatura (Inbal), por sus icónicas imágenes, que conjugan lo documental y lo poético, y que forman parte esencial del acervo gráfico contemporáneo de México.	Cultura
Revolut planea operar en los primeros meses de 2025 Juan Guerra, director general de la firma, dijo que espera arrancar operaciones el siguiente año con una cuenta de débito nivel 4 y transferencias internacionales.	Economia
En medio de la crisis, la industria del gaming busca un nuevo modelo de negocio Los despidos han marcado el año de los videojuegos, pero especialistas apuntan que es una nueva oportunidad para diversificar el contenido y los creadores independientes.	Ciencia
Beneficios sociales y seguro médico, la deuda pendiente Hay una frase en la lucha libre que revela una realidad desafortunada de los gladiadores: “sabemos cómo vamos a subir, pero no cómo va-mos a bajar”. El halo del peligro los acompaña dentro del cuadrilátero, casi todos han sufrido lesiones de alto grado e incluso no han vuelto a despertar tras caer en la lona; pese a los riesgos, la mayo-ría trabaja sin seguro médico, sólo con la confianza de salir ilesos, o mejor aún, vivos.	Deportes
